Exp Name,Whisker Name,CellCount,Slab Volume in Cubic Microns,Distance from FN centroid in Microns,Centroid Y (Rostral-Caudal axis),Centroid X (Lateral-Medial axis),Centroid Z (Ventral-Dorsal axis),Eigen Vector 1 Y component,Eigen Vector 1 X component,Eigen Vector 1 Z component,Eigen Vector 2 Y component,Eigen Vector 2 X component,Eigen Vector 2 Z component,Eigen Vector 3 Y component,Eigen Vector 3 X component,Eigen Vector 3 Z component,Eigen Vector 1 Extent in Microns,Eigen Vector 1 angle w.r.t Y in degrees,Eigen Vector 1 angle w.r.t X in degrees,Eigen Vector 1 elevation w.r.t XY plane in degrees,Eigen Vector 2 Extent in Microns,Eigen Vector 2 angle w.r.t Y in degrees,Eigen Vector 2 angle w.r.t X in degrees,Eigen Vector 2 elevation w.r.t XY plane in degrees,Eigen Vector 3 Extent in Microns,Eigen Vector 3 angle w.r.t Y in degrees,Eigen Vector 3 angle w.r.t X in degrees,Eigen Vector 3 elevation w.r.t XY plane in degrees
01,C3,51.000000,54768312.520031,334.016832,260.012958,-177.842785,-111.051564,0.813106,0.540841,0.215291,-0.331924,0.126935,0.934727,-0.478211,0.831492,-0.282730,1191.099384,33.630053,56.369947,12.432572,412.823635,20.927944,69.072056,69.184019,283.352497,60.095767,29.904233,16.423200
